SLUG,PROMOTED_RUN_TITLE,ORGANISATION_TITLE,BUSINESS_MODEL,COUNT_UNIT_ENROLEMENT,UNLIMITED_ENRLEMENTS
controlling-and-closing-projects,Controlling and Closing Projects,Coventry University,NoPurchase,17,0
welcome-to-glasgow-uni,Welcome to Glasgow University,The University of Glasgow,UpgradedAccess,5,0
health-crises-private,Health in Humanitarian Crises,London School of Hygiene & Tropical Medicine,SponsoredAccess,48,0
kundnojdhet-i-turistforetag,Kundnöjdhet i turistföretag,Luleå University of Technology,UpgradedAccess,9,0
cisco-ccna,Cisco: CCNA - Introduction to Networks,The Open University,NoPurchase,2,0
7123exq-02,Research Project - 7123EXQ - 02,Coventry University,UpgradedAccess,0,0
introduction-to-audio-marketing-strategy,Radio and Podcast Marketing with Advertising Week,Advertising Week,ExpertTrackAccess,47,0
shaping-territories-for-the-future-green-infrastructures-and-ecosystem-services-to-enhance-benefits-for-people-and-nature,Shaping a Sustainable Future with Green Infrastructure,Grenoble Ecole de Management,UpgradedAccess,3,0
teaching-computing-stem-enthuse,Teaching Computing - ENTHUSE Partnership,National STEM Learning Centre,SponsoredAccess,15,0
motivation-engagement-in-an-uncertain-world-kick-start,Motivation and Engagement in an Uncertain World - BeReady Kickstart,Coventry University,NoPurchase,12,0
challenges-and-opportunities-in-international-marketing-et,International Marketing: Challenges and Opportunities,Coventry University,ExpertTrackAccess,18,0
promoting-democracy-a-guide-for-teachers,Promoting Democracy in the Classroom: A Practical Guide for Teachers,Manchester Metropolitan University,UpgradedAccess,2,0
network-security-basics-et,Basics of Network Security,Coventry University,ExpertTrackAccess,2,0
food-as-medicine-nnedpro-pathway,Food as Medicine: NNedPro Pathway,Monash University,UpgradedAccess,2,0
strategic-leadership-et,Strategic Leadership,Coventry University,ExpertTrackAccess,3,0
defi-exploring-decentralised-finance-with-blockchain-technologies,"Decentralised Finance: Blockchain, Ethereum, and The Future of Banking",RMIT University,UpgradedAccess,2,0
ds-social-media-partner-demo,Digital Skills: Social Media (Partner Demo),Accenture Private,SponsoredAccess,1,0
new-leadership-styles,TBC New Leadership Styles 3: Executive Leadership & Decision Making: EQ and Psychologically Safe Teams,Swiss Education Group,ExpertTrackAccess,0,0
resource-planning-global-healthcare-finance,Resource Planning and Global Healthcare Finance,Coventry University,NoPurchase,4,0
finalising-your-report-submission,Finalising Your Report: Submission and Presentation,Coventry University,NoPurchase,2,0
maths-subject-knowledge-proportion-ratio-scaling-private,"Maths Subject Knowledge: Proportion, Ratio and Scaling (P)",National STEM Learning Centre,SponsoredAccess,3,0
understanding-systems-thinking-in-healthcare-c2,Understanding Systems Thinking in Healthcare,Coventry University,NoPurchase,6,0
mathematics,Introduction to Mathematics and Statistics,University of Leicester,UpgradedAccess,1,0
m3-4044exq-sc5,M3-4044EXQ-SC5,Coventry University,UpgradedAccess,0,0
impact-societal-culture-organisational-structure-oc,The Impact of Societal Culture on Organisational Structure,Coventry University,NoPurchase,1,0
fairness-and-nature,Fairness and Nature: When Worlds Collide,University of Leeds,NoPurchase,11337,0
build-an-escape-room-through-maths-and-logic-in-computing,Understanding Maths and Logic in Computer Science,Raspberry Pi Foundation,UpgradedAccess,6840,185
Unknown,Unknown,Unknown,Unknown,53108,0
nursing-care-homes,Care Home Nursing: Changing Perceptions,University of Dundee,UpgradedAccess,3849,122
metabolomics,Metabolomics,University of Birmingham,UpgradedAccess,23288,153
covid-19-critical-care-education-resource,COVID-19 Critical Care: Understanding and Application,The University of Edinburgh,UpgradedAccess,51735,216
building-web-applications-in-django,Building Web Applications in Django,University of Michigan,UpgradedAccess,2395,69
healthcare-research,Healthcare Research,Coventry University,UpgradedAccess,5047,60
medtech-ai-and-medical-robots,MedTech: AI and Medical Robots,University of Leeds,UpgradedAccess,7019,189
teaching-foreign-languages,The Art of Teaching Foreign Languages to Young Learners,Universidad Nacional de Córdoba,UpgradedAccess,11669,72
teaching-physical-computing-to-5-to-11-year-olds,Teaching Physical Computing to 5-11 year olds,Raspberry Pi Foundation,UpgradedAccess,62,4
law-for-allied-health,Introduction to Health and Medical Law,College of Law,UpgradedAccess,224,25
developing-a-critical-approach-in-reading-and-writing,Developing a Critical Approach to Reading and Writing,Coventry University,NoPurchase,99,0
entrepreneurship-private,Entrepreneurship: From Business Idea to Action,King's College London,SponsoredAccess,233,0
foundations-in-resilience,"Foundations in Resilience, Security and Emerging Technology",Coventry University,NoPurchase,549,30
leaders-role-impact,Leaders: Their Role and Impact on Business,Coventry University,UpgradedAccess,2685,105
sit704-5,SIT704.5 Web Application Security,Deakin University,NoPurchase,236,0
send-language-speech-and-neurodiversity-primary,"Planning for Special Educational Needs and Disabilities (SEND) - Language, Speech and Neurodiversity",Coventry University,NoPurchase,155,0
pre-departure-guide,Getting ready to study in Australia,Deakin University,NoPurchase,72,0
new-teachers-classroom-management-and-learners,New Teacher Programme: Who are my Learners?,Education and Training Foundation (ETF),SponsoredAccess,91,0
hist3006-2,HIST3006.2: Interpersonal Violence,The University of Newcastle Australia,NoPurchase,68,0
trends-in-batteries-manufacturing,Battery Manufacturing: Trends in Battery Engineering,EIT Manufacturing,UpgradedAccess,1422,63
mysteries-of-the-universe,Mysteries Of The Universe,National Tsing Hua University (NTHU),UpgradedAccess,1338,89
ssis-induction,SSIS Induction,University of Exeter,NoPurchase,718,0
dsp-digitalmarketing-learners,Digital Skills: Digital Marketing,Accenture Skills to Succeed,NoPurchase,67,0
network-defence-architecture,Network Defence Architecture,Coventry University,NoPurchase,73,0
health-assessment-trinity-college-dublin,Improving Health Assessments for People with an Intellectual Disability: Trinity College Dublin,Trinity College Dublin,SponsoredAccess,68,0
customer-segmentation-targeting-and-retention,"Customer Segmentation, Targeting and Retention",Anglia Ruskin University,NoPurchase,8,0
union-black,Union Black: Britain’s Black Cultures and Steps to Anti-Racism,The Open University,SponsoredAccess,54,0
art-comes-first-exploring-the-intersection-of-style-and-identity,Art Comes First: Exploring the Intersection of Style and Identity,The Hopenclass,UpgradedAccess,3188,92
hums-induction,HUMS Induction,University of Exeter,NoPurchase,1018,0
business-sustainability,Business Sustainability,Coventry University,NoPurchase,176,0
understanding-computer-systems-private,Understanding Computer Systems,Raspberry Pi (TechUP Women),SponsoredAccess,97,0
digital-discovery-online-world,Digital Discovery 2: Expand Your World Online,Deakin University,SponsoredAccess,487,0
hist2002-1,HIST2002.1: Interrogating Primary Sources,The University of Newcastle Australia,NoPurchase,104,0
organisational-culture-and-influence-in-healthcare-a,Organisational Culture and Influence in Healthcare (A),Coventry University,NoPurchase,35,0
introduction-organisational-behaviour-a,An Introduction to Organisational Behaviour (A),Coventry University,NoPurchase,149,0
engl3301-2,ENGL3301.2 Old Formulas,The University of Newcastle Australia,NoPurchase,41,0
coventry-university-online-student-induction,Coventry University Online Student Induction,Coventry University,NoPurchase,162,0
healthcare-clinical-governance-3,HME713.3 Standard Setting and Practice Measurement,Deakin University,NoPurchase,52,0
theory-methods-ethics-2,"Theory, Methods, and Ethics in End of Life Research: Weeks 7 - 12",The University of Glasgow,NoPurchase,23,0
new-teachers-pedagogy-and-practice,New Teacher Programme: How am I going to teach?,Education and Training Foundation (ETF),SponsoredAccess,142,0
kwetsbare-ouderen-verpleegkundig-perspectief,Verpleegkundig perspectief: zorg voor kwetsbare oudere patiënten,E-Infuse,SponsoredAccess,112,0
subject-pedagogy-professional-development-primary,Subject Pedagogy: Professional Development,Coventry University,NoPurchase,128,0
od-essentials-the-fundamental-elements-of-organisational-development-mentors,OD Essentials: The Fundamentals of Organisational Development Mentors,NHS Employers,SponsoredAccess,8,0
network-defence-management,Network Defence Management Overview,Coventry University,NoPurchase,7,0
effective-communication-and-organisational-culture,Effective Communication and Organisational Culture,Coventry University,NoPurchase,28,0
diplomacy-21st-century,"Introduction to Modern Diplomacy: Principles, Practices and Actors",Global Diplomatic Forum,PaidForAccess,49,0
facilitator-training-padileia,FutureLearn Facilitator Training for PADILEIA,FutureLearn Partner Support,NoPurchase,9,0
dispute-settlement-construction-contracts-oc,Dispute Settlement in Construction Contracts,Coventry University,NoPurchase,25,0
looking-at-global-health,to be deleted,UEA (University of East Anglia),UpgradedAccess,0,0
research-construction-management-c,Research for Construction Management (C),Coventry University,NoPurchase,48,0
password-recovery-toolkit-reporting,Password Recovery ToolKit and Reporting,Coventry University,NoPurchase,42,0
data-collection-applying-methods-of-data-collection-for-input-variables,Data Collection: Applying Methods of Data Collection for Input Variables,Coventry University,NoPurchase,23,0
transport-assets-distribution-networks,Operational Management of Transport Assets and Distribution Networks,Coventry University,NoPurchase,35,0
introduction-to-assessment-of-people-at-work-oc,An Introduction to the Assessment of People at Work,Coventry University,NoPurchase,33,0
cloudswyft-msft-dynamics-365-implementing-power-platform-int,Dynamics 365: Implementing Power Platform Integrations,"CloudSwyft Global Systems, Inc.",ExpertTrackAccess,9,0
principles-food-control-systems,Principles of Food Control Systems,University of Birmingham,NoPurchase,3,0
impact-of-culture-international-business-marketing-c,The Impact of Culture on International Business and Marketing (C),Coventry University,NoPurchase,6,0
dsp-mobility-elba,Digital Skills: Mobility,Accenture Skills to Succeed and East London Business Alliance,NoPurchase,18,0
dsp-mobility-learners,Digital Skills: Mobility,Accenture Skills to Succeed,NoPurchase,3,0
introduction-to-nursing-science-03,Introduction to Nursing Science 3,Coventry University,NoPurchase,4,0
technology-power-and-online-activism,Challenging Power Structures with Online Activism,UAL Creative Computing Institute,UpgradedAccess,2,0
identity-and-the-good-life-sc1,Identity and the Good Life SC1,Coventry University,UpgradedAccess,0,0
creating-facebook-ads-and-community-management,Creating Facebook Ads and Community Management,Social Media College,UpgradedAccess,0,0
culture-leadership,Culture and Leadership,Coventry University,UpgradedAccess,0,0
ds-retail-partner-demo,Digital Skills: Retail (Partner Demo),Accenture Private,SponsoredAccess,0,0
leading-changing-culture-schools,Leading and Changing Culture in Schools,Coventry University,UpgradedAccess,2,0
supporting-individuals-with-health-conditions-clinical-team,Supporting Individuals with Health Conditions Into Work: The Role of the Clinical Team,Social Finance,UpgradedAccess,0,0
methods-for-evaluation-measuring-success,Methods for Evaluation and Measuring Success,Coventry University,NoPurchase,2,0
improving-person-centred-care,Improving Person-Centred Care for Patients with Limited Health Literacy,University of Groningen,UpgradedAccess,0,0
leading-healthcare-quality-improvement-and-organisational-effectiveness-c2,Leading Healthcare Quality Improvement and Organisational Effectiveness (C2),Coventry University,NoPurchase,3,0
7121maa-05,Supply Chain & Logistics Concepts - SC5,Coventry University,UpgradedAccess,0,0
contemporary-issues-and-research-methodologies-7069exq-05,Contemporary Issues and Research Methodologies-7069exq-05,Coventry University,UpgradedAccess,0,0
emily-sandbox-course,Emily's sandbox course:,FutureLearn,UpgradedAccess,0,0
independent-research-project-research-design-dmr-oc,Independent Research Project: Research Design (DMR),Coventry University,NoPurchase,0,0
human-comfort-light,Human Comfort – Light,Coventry University,UpgradedAccess,1,0
linkedin-company-pages-and-paid-advertising,LinkedIn Company Pages and Paid Advertising,Social Media College,UpgradedAccess,0,0
global-water-security,The Challenge of Global Water Security,Cardiff University,UpgradedAccess,3287,101
computer-systems,Understanding Computer Systems,Raspberry Pi Foundation,UpgradedAccess,10443,220
online-identity,Learning Online: Managing Your Online Identity,University of Leeds,UpgradedAccess,36937,203
